DateTime,Civil Building Demand (kW),GHI (W/m2),Civil Building Demand (kW) - 1,Week Day,Month,Sin Hour
2017-01-04 01:00:00,96.9098123,0.6114166666666666,107.4486377,2,1,-9.933048616783237
2017-01-04 02:00:00,95.7558218,0.5167499999999999,96.9098123,2,1,-9.29559391923785
2017-01-04 03:00:00,95.2963255,0.7385833333333333,95.7558218,2,1,-8.024659857791685
2017-01-04 04:00:00,93.7840157,1.22325,95.2963255,2,1,-6.2068584884144515
2017-01-04 05:00:00,95.5133788,1.454,93.7840157,2,1,-3.9660699703704005
2017-01-04 06:00:00,114.3030931,2.3286666666666664,95.5133788,2,1,-1.455000338086136
2017-01-04 07:00:00,187.3681591,3.2910833333333334,114.3030931,2,1,1.1552251627369516
2017-01-04 08:00:00,295.4337856,14.106833333333334,187.3681591,2,1,3.686723977819363
2017-01-04 09:00:00,327.8247431,73.13250000000001,295.4337856,2,1,5.966978646412833
2017-01-04 10:00:00,356.0218185,165.38333333333333,327.8247431,2,1,7.8405935811517145
2017-01-04 11:00:00,362.9083451,260.98333333333335,356.0218185,2,1,9.17988502052864
2017-01-04 12:00:00,352.1601024,286.4166666666667,362.9083451,2,1,9.893582466233818
